"player","salary","season"
"Clint Capela",18747491,2023
"Bogdan Bogdanovic",18534451,2023
"Evan Fournier",18534451,2023
"Steven Adams",18459108,2023
"Jonathan Isaac",17916636,2023
"OG Anunoby",17872507,2023
"Gary Trent Jr",17793073,2023
"Marcus Smart",17718052,2023
"Derrick White",17651858,2023
"Dejounte Murray",17577991,2023
"Mitchell Robinson",17551563,2023
"Duncan Robinson",17403850,2023
"Norman Powell",17256214,2023
"Collin Sexton",17195852,2023
"Markelle Fultz",16989914,2023
"Lauri Markkanen",16964639,2023
"Marcus Morris",16858209,2023
"Davis Bertans",16475068,2023
"Jusuf Nurkic",16088934,2023
"Malik Beasley",16019980,2023
"Luguentz Dort",15731402,2023
"Will Barton",15506861,2023
"Tyus Jones",15445376,2023
"Jonas Valanciunas",15136469,2023
"Derrick Rose",14951876,2023
"Kevin Huerter",14939724,2023
"Christian Wood",14742569,2023
"Wendell Carter",14570138,2023
"Kentavious Caldwell-Pope",14420527,2023
"Brook Lopez",14319898,2023
"Patrick Beverley",14211408,2023
"Doug McDermott",14158261,2023
"Luke Kennard",14153581,2023
"Zion Williamson",13936689,2023
"Jordan Clarkson",13736088,2023
"Gary Harris",13385993,2023
"Kyle Kuzma",13385993,2023
"Josh Hart",13344805,2023
"Dorian Finney-Smith",13324055,2023
"Kelly Olynyk",13185077,2023
"Chris Boucher",13066788,2023
"Kelly Oubre",12974116,2023
"Marvin Bagley",12871147,2023
"Robert Covington",12673129,2023
"Josh Richardson",12558217,2023
"Ja Morant",12479287,2023
"Danny Green",12058233,2023
"Devonte Graham",11892940,2023
"Terrence Ross",11841455,2023
"Reggie Jackson",11797401,2023
"Dillon Brooks",11738486,2023
"Richaun Holmes",11548260,2023
"Dwight Powell",11409113,2023
"Paolo Banchero",11383366,2023
"RJ Barrett",11224293,2023
"Bobby Portis",11165308,2023
"DeAndre Jordan",11052461,2023
"Anthony Edwards",11052093,2023
"Robert Williams",11032413,2023
"Cade Cunningham",10866131,2023
"PJ Tucker",10801466,2023
"Derrick Favors",10658136,2023
"Mo Bamba",10605825,2023
"Talen Horton-Tucker",10564637,2023
"Jae Crowder",10486175,2023
"Ivica Zubac",10424040,2023
"Reggie Bullock",10310097,2023
"Alec Burks",10310097,2023
"Chet Holmgren",10184928,2023
"De'Andre Hunter",10127925,2023
"Larry Nance Jr",9959927,2023
"James Wiseman",9888500,2023
"Landry Shamet",9782071,2023
"Malik Monk",9753466,2023
"Jalen Green",9722185,2023
"Jakob Poeltl",9677195,2023
"Nerlens Noel",9669906,2023
"Nicolas Claxton",9627618,2023
"Dario Saric",9514352,2023
"Royce O'Neale",9473164,2023
"Monte Morris",9395937,2023
"Mason Plumlee",9350030,2023
"Alex Caruso",9298116,2023
"Maxi Kleber",9267225,2023
"Grayson Allen",9189999,2023
"Darius Garland",9185668,2023
"Jabari Smith",9146381,2023
"Isaiah Hartenstein",9117796,2023
"Kyle Anderson",9041196,2023
"Victor Oladipo",9009803,2023
"Daniel Theis",8952520,2023
"LaMelo Ball",8879979,2023
"Seth Curry",8748933,2023
"Evan Mobley",8730468,2023
"Gary Payton II",8546441,2023
"Dewayne Dedmon",8529645,2023
"De'Anthony Melton",8494957,2023
"JaMychal Green",8443471,2023
"TJ McConnell",8340503,2023
"Keegan Murray",8246224,2023
"Kevon Looney",8237534,2023
"Thaddeus Young",8237534,2023
"Delon Wright",8036618,2023
"Patrick Williams",8006265,2023
"Scottie Barnes",7871581,2023
"Cedi Osman",7646581,2023
"Coby White",7634088,2023
"Zach Collins",7568234,2023
"Jaden Ivey",7467530,2023
"Taurean Prince",7310811,2023
"Jae'Sean Tate",7274995,2023
"Isaac Okoro",7249936,2023
"Cody Martin",7207842,2023
"Jalen Suggs",7127855,2023
"Jaxson Hayes",7005005,2023
"Khem Birch",6865469,2023
"Bennedict Mathurin",6782373,2023
"Patrick Mills",6671373,2023
"Bruce Brown",6671373,2023
"Lonnie Walker",6671373,2023
"Caleb Martin",6671373,2023
"Joe Ingles",6671373,2023
"Onyeka Okongwu",6585043,2023
"Josh Giddey",6474084,2023
"Rui Hachimura",6449153,2023
"Rudy Gay",6368128,2023
"Jevon Carter",6203892,2023
"Shaedon Sharpe",6191495,2023
"Cameron Payne",6178150,2023
"Otto Porter",6178150,2023
"Justin Holiday",6165767,2023
"Cam Reddish",6131252,2023
"Cameron Johnson",6062721,2023
"Ricky Rubio",6027464,2023
"Killian Hayes",6011093,2023
"PJ Washington",5980897,2023
"Jonathan Kuminga",5910266,2023
"Pat Connaughton",5898479,2023
"Tyler Herro",5892015,2023
"Romeo Langford",5801548,2023
"Dyson Daniels",5672160,2023
"JaVale McGee",5623372,2023
"Goga Bitadze",5537187,2023
"Obi Toppin",5507079,2023
"Franz Wagner",5414407,2023
"Kendrick Nunn",5405881,2023
"Hamidou Diallo",5354397,2023
"Cory Joseph",5308575,2023
"Garrett Temple",5308575,2023
"Torrey Craig",5274030,2023
"Jeremy Sochan",5213864,2023
"David Nwaba",5171112,2023
"Nickeil Alexander-Walker",5158377,2023
"Furkan Korkmaz",5148458,2023
"Deni Avdija",5062129,2023
"Davion Mitchell",4977118,2023
"Johnny Davis",4953146,2023
"Ty Jerome",4869357,2023
"Ishmael Smith",4865293,2023
"Jalen Smith",4808825,2023
"Ziaire Williams",4728015,2023
"Ousmane Dieng",4705526,2023
"Moe Harkless",4700522,2023
"Jeff Green",4633612,2023
"Donte DiVincenzo",4633612,2023
"Devin Vassell",4568742,2023
"Matisse Thybulle",4509561,2023
"Jarred Vanderbilt",4503871,2023
"James Bouknight",4491762,2023
"Brandon Clarke",4472897,2023
"Jalen Williams",4470386,2023
"Grant Williams",4434142,2023
"Darius Bazley",4391252,2023
"Tyrese Haliburton",4340274,2023
"Nassir Little",4295408,2023
"Josh Primo",4267372,2023
"Jalen Duren",4246737,2023
"Gorgui Dieng",4227127,2023
"Danuel House",4226884,2023
"Boban Marjanovic",4223258,2023
"Justise Winslow",4219224,2023
"Dylan Windler",4157150,2023
"Stanley Johnson",4141588,2023
"Kira Lewis",4123174,2023
"George Hill",4118767,2023
"Terence Davis",4118767,2023
"Chris Duarte",4053855,2023
"Alex Len",4034950,2023
"Ochai Agbaji",4034703,2023
"Jordan Poole",4017238,2023
"Keldon Johnson",3988020,2023
"Sviatoslav Mykhailiuk",3961115,2023
"James Johnson",3955115,2023
"Aaron Nesmith",3917318,2023
"Moses Moody",3851211,2023
"Mark Williams",3832553,2023
"Cole Anthony",3720976,2023
"Corey Kispert",3658330,2023
"AJ Griffin",3641154,2023
"Goran Dragic",3628387,2023
"Mike Muscala",3603921,2023
"Georges Niang",3567882,2023
"Isaiah Stewart",3535261,2023
"Chuma Okeke",3535261,2023
"Trey Burke",3525407,2023
"Amir Coffey",3495867,2023
"Alperen Sengun",3475580,2023
"Tari Eason",3458899,2023
"Aleksej Pokusevski",3358319,2023
"Kevin Porter",3313168,2023
"Trey Murphy",3301727,2023
"Simone Fontecchio",3300293,2023
"Derrick Jones",3295013,2023
"Andre Drummond",3295013,2023
"Dalen Terry",3286158,2023
"Sterling Brown",3215317,2023
"Josh Green",3190397,2023
"Jake LaRavia",3138129,2023
"Tre Mann",3136647,2023
"Kevin Knox",3089075,2023
"Saddiq Bey",3046940,2023
"Malaki Branham",3012466,2023
"Joe Wieskamp",2995641,2023
"Kai Jones",2995414,2023
"Blake Griffin",2992130,2023
"Robin Lopez",2992130,2023
"Markieff Morris",2992130,2023
"Andre Iguodala",2992130,2023
"Serge Ibaka",2992130,2023
"Udonis Haslem",2992130,2023
"Wesley Matthews",2992130,2023
"Austin Rivers",2992130,2023
"Bismack Biyombo",2992130,2023
"Taj Gibson",2992130,2023
"RJ Hampton",2984296,2023
"Andrew Nicholson",2928885,2023
"Precious Achiuwa",2924489,2023
"Christian Braun",2891992,2023
"Jordan Nwora",2883136,2023
"Jalen Johnson",2875558,2023
"Tyrese Maxey",2807845,2023
"Bruno Fernando",2798075,2023
"Walker Kessler",2776460,2023
"Keon Johnson",2760644,2023
"Charles Bassey",2754159,2023
"Dennis Schroeder",2720118,2023
"TJ Warren",2706644,2023
"Matthew Dellavedova",2706644,2023
"Trey Lyles",2702940,2023
"Zeke Nnaji",2695527,2023
"David Roddy",2665501,2023
"Isaiah Jackson",2650179,2023
"MarJon Beauchamp",2558990,2023
"Usman Garuba",2544533,2023
"Raul Neto",2536635,2023
"Frank Kaminsky",2536635,2023
"Montrezl Harrell",2536635,2023
"Willy Hernangomez",2516135,2023
"Theo Maledon",2480414,2023
"Blake Wesley",2456309,2023
"Josh Christopher",2442593,2023
"Isaiah Roby",2399882,2023
"Lindy Waters III",2385668,2023
"Immanuel Quickley",2385013,2023
"Wendell Moore",2375004,2023
"John Konchar",2368291,2023
"Rodney McGruder",2366628,2023
"Bryn Forbes",2366628,2023
"Juan Hernangomez",2366628,2023
"Damian Jones",2366628,2023
"Quentin Grimes",2344608,2023
"Saben Lee",2333938,2023
"Andrew Nembhard",2310742,2023
"Nikola Jovic",2306427,2023
"Payton Pritchard",2305685,2023
"Vlatko Cancar",2300701,2023
"Patrick Baldwin",2292093,2023
"TyTy Washington",2275660,2023
"Bones Hyland",2266887,2023
"Bol Bol",2265321,2023
"Peyton Watson",2259102,2023
"Marquese Chriss",2259061,2023
"Udoka Azubuike",2239456,2023
"Jaden McDaniels",2225616,2023
"Jordan McLaughlin",2224134,2023
"Malachi Flynn",2209430,2023
"Cam Thomas",2201645,2023
"Luke Kornet",2196618,2023
"Dennis Smith",2196618,2023
"Damion Lee",2196618,2023
"Juan Toscano-Anderson",2196618,2023
"Desmond Bane",2193490,2023
"Jaden Springer",2188300,2023
"Day'Ron Sharpe",2172114,2023
"Santiago Aldama",2156298,2023
"Tony Bradley",2096779,2023
"Frank Ntilikina",2096779,2023
"Garrison Mathews",2059383,2023
"Jaylin Williams",2059383,2023
"Jeremiah Robinson-Earl",2059383,2023
"Kenrich Williams",2059383,2023
"Caleb Houstan",2059383,2023
"Shake Milton",2057033,2023
"Aaron Holiday",2026613,2023
"Yuta Watanabe",2026613,2023
"Edmond Sumner",2026613,2023
"Theo Pinson",2026613,2023
"Thomas Bryant",2026613,2023
"Troy Brown",2026613,2023
"Josh Okogie",2026613,2023
"Drew Eubanks",2026613,2023
"Dean Wade",1988006,2023
"Terance Mann",1988006,2023
"Jaylen Nowell",1988006,2023
"Naz Reid",1988006,2023
"Jalen McDaniels",1988006,2023
"Daniel Gafford",1988006,2023
"Chimezie Metu",1967596,2023
"Davon Reed",1958610,2023
"KZ Okpala",1958610,2023
"Killian Tillie",1958087,2023
"Vernon Carey",1938519,2023
"Wenyen Gabriel",1934502,2023
"Thanasis Antetokounmpo",1934502,2023
"Moritz Wagner",1934502,2023
"Keita Bates-Diop",1934502,2023
"Oshae Brissett",1901570,2023
"Nathan Knight",1890606,2023
"Justin Jackson",1890606,2023
"Isaiah Joe",1890606,2023
"Ryan Arcidiacono",1890606,2023
"Anthony Gill",1890606,2023
"Javonte Green",1869587,2023
"Gabe Vincent",1869587,2023
"Max Strus",1869587,2023
"Herb Jones",1837999,2023
"Nick Richards",1835550,2023
"Lamar Stevens",1835550,2023
"Tyrell Terry",1835550,2023
"KJ Martin",1835550,2023
"Xavier Tillman",1835550,2023
"Naji Marshall",1835550,2023
"Paul Reed",1835550,2023
"Tre Jones",1835550,2023
"Haywood Highsmith",1804676,2023
"Omer Yurtseven",1804676,2023
"Leandro Bolmaro",1760052,2023
"Terry Taylor",1754493,2023
"Jared Butler",1724377,2023
"Jericho Sims",1688531,2023
"Sam Hauser",1686600,2023
"Kessler Edwards",1686600,2023
"Isaiah Todd",1621764,2023
"Vit Krejci",1609941,2023
"JT Thor",1609941,2023
"Marko Simonovic",1609941,2023
"Ayo Dosunmu",1609941,2023
"Isaiah Livers",1609941,2023
"Daishen Nix",1609941,2023
"Jason Preston",1609941,2023
"BJ Boston",1609941,2023
"Austin Reaves",1609941,2023
"Jose Alvarado",1609941,2023
"Miles McBride",1609941,2023
"Aaron Wiggins",1609941,2023
"Jock Landale",1609941,2023
"Greg Brown",1609941,2023
"Trendon Watford",1609941,2023
"Dalano Banton",1609941,2023
"Kenneth Lofton",1550680,2023
